subscription_id,account_id,start_date,end_date,plan_tier_subscription,seats_subscription,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag_x,billing_frequency,auto_renew_flag,is_active,subscription_duration_days,avg_mrr_per_seat,revenue_ratio,account_name,industry,country,signup_date,referral_source,plan_tier_account,seats_account,is_trial_y,churn_flag_y,signup_year,signup_month,signup_day,signup_weekday,has_churned,usage_count_feat,usage_duration_secs_feat,error_count_feat,is_beta_feature_feat,beta_feature_usage_ratio,resolution_time_hours_ticket,first_response_time_minutes_ticket,satisfaction_score_ticket,total_tickets,num_escalated_tickets,total_churn_events,last_churn_date,total_refunds,any_reactivation,any_preceding_upgrade,any_preceding_downgrade,top_reason
S-d90f0a,A-e19ff6,2024-10-23,0,Pro,26,1274,15288,False,False,False,False,monthly,False,1,350,49.0,12.0,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,1,False,False,2023,7,28,4,True,20.0,8759.0,3.0,0.0,0.0,30.666666666666668,115.0,4.666666666666667,3.0,0.0,3,2024-06-27,0.0,False,False,True,competitor
S-82be96,A-7920cc,2024-11-29,0,Pro,39,1911,22932,False,False,False,False,annual,True,1,313,49.0,12.0,Company_412,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,False,2023,11,23,3,False,12.0,3276.0,0.0,0.0,0.0,32.857142857142854,113.42857142857143,4.333333333333333,7.0,0.0,0,,0.0,False,False,False,no_churn
S-7bd2d7,A-9b9fe9,2024-11-28,0,Enterprise,50,9950,119400,False,False,False,False,monthly,True,1,314,199.0,12.0,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,2023,9,28,3,True,39.0,12668.0,5.0,0.0,0.0,33.5,156.5,4.0,4.0,0.0,2,2024-09-04,27.92,False,False,False,features
S-5f3359,A-9174e0,2024-12-10,0,Pro,37,1813,21756,False,False,False,False,annual,True,1,302,49.0,12.0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,2024,12,4,2,False,38.0,17818.0,2.0,0.0,0.0,39.0,167.0,5.0,2.0,0.0,0,,0.0,False,False,False,no_churn
S-9d7c19,A-82d8a6,2024-12-31,2024-12-31 00:00:00,Pro,5,245,2940,False,False,False,True,annual,True,0,0,49.0,12.0,Company_444,Cybersecurity,UK,2024-11-28,ads,Basic,5,False,False,2024,11,28,3,True,26.0,3982.0,0.0,0.0,0.0,42.2,112.0,3.5,5.0,0.0,1,2024-12-29,0.0,False,False,False,features
S-2bc644,A-2d4502,2024-04-30,0,Pro,8,392,4704,False,False,False,False,annual,True,1,526,49.0,12.0,Company_45,FinTech,IN,2024-04-29,event,Basic,7,False,False,2024,4,29,0,True,46.0,11359.0,3.0,0.0,0.0,26.333333333333332,82.0,5.0,3.0,0.0,1,2024-05-07,0.0,False,True,False,pricing
S-ec8b34,A-de58ca,2023-10-09,0,Enterprise,62,12338,148056,False,False,False,False,annual,False,1,730,199.0,12.0,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,False,2023,4,13,3,False,30.0,12900.0,1.0,1.0,0.03333333333333333,30.6,115.0,3.3333333333333335,5.0,0.0,0,,0.0,False,False,False,no_churn
S-1d2d00,A-a7bd4b,2024-09-18,2024-10-13 00:00:00,Basic,9,171,2052,False,False,False,True,monthly,True,0,25,19.0,12.0,Company_363,Cybersecurity,US,2023-02-15,ads,Enterprise,5,False,False,2023,2,15,2,True,76.0,19494.0,5.0,1.0,0.013157894736842105,36.833333333333336,86.16666666666667,3.25,6.0,0.0,1,2024-10-15,0.0,False,False,False,features
S-9a44ec,A-bf7919,2024-12-21,2024-12-29 00:00:00,Pro,15,735,8820,False,False,False,True,annual,True,0,8,49.0,12.0,Company_426,HealthTech,US,2024-11-27,organic,Pro,3,False,False,2024,11,27,2,True,75.0,23319.0,3.0,1.0,0.013333333333333334,14.5,81.5,5.0,2.0,0.0,2,2024-12-17,0.0,False,False,True,features
S-6c109f,A-c42f1f,2024-10-13,0,Enterprise,12,2388,28656,False,False,False,False,annual,True,1,360,199.0,12.0,Company_21,HealthTech,US,2024-07-28,other,Pro,8,False,False,2024,7,28,6,False,27.0,10290.0,1.0,0.0,0.0,31.333333333333332,81.88888888888889,4.0,9.0,1.0,0,,0.0,False,False,False,no_churn
S-f99f9e,A-dbc825,2024-10-19,2024-12-17 00:00:00,Enterprise,55,10945,131340,False,False,False,True,monthly,True,0,59,199.0,12.0,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,2024,1,7,6,True,17.0,5645.0,0.0,0.0,0.0,49.5,108.16666666666667,4.0,6.0,1.0,2,2024-02-03,0.0,False,False,False,budget
S-9dda85,A-462d45,2024-01-16,2024-05-29 00:00:00,Basic,89,1691,20292,False,False,False,True,annual,False,0,134,19.0,12.0,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,2024,1,15,0,True,37.0,3983.0,2.0,1.0,0.02702702702702703,26.75,95.0,4.0,4.0,0.0,1,2024-05-17,0.0,False,False,False,competitor
S-94009b,A-9f0b68,2024-10-08,0,Enterprise,10,1990,23880,False,False,True,False,annual,True,1,365,199.0,12.0,Company_489,EdTech,US,2024-04-28,ads,Basic,10,False,False,2024,4,28,6,True,8.0,1512.0,0.0,0.0,0.0,30.333333333333332,96.33333333333333,3.0,3.0,0.0,2,2024-11-01,0.0,False,True,False,features
S-834097,A-9badbd,2024-12-03,0,Enterprise,5,995,11940,False,False,False,False,annual,True,1,309,199.0,12.0,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,True,False,2024,6,19,2,False,99.0,28673.0,9.0,1.0,0.010101010101010102,30.2,102.6,5.0,5.0,0.0,0,,0.0,False,False,False,no_churn
S-61efc1,A-05d3b3,2023-11-27,0,Pro,9,0,0,True,False,False,False,monthly,False,1,681,0.0,0.0,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,2023,5,28,6,True,60.0,19483.0,1.0,1.0,0.016666666666666666,31.5,48.333333333333336,4.333333333333333,6.0,0.0,2,2024-09-09,0.0,False,False,False,unknown
S-d1527e,A-956988,2024-12-07,0,Pro,26,1274,15288,False,False,False,False,annual,True,1,305,49.0,12.0,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,2024,11,30,5,True,32.0,9453.0,1.0,0.0,0.0,50.5,118.0,3.0,2.0,0.0,2,2024-12-30,0.0,True,True,True,budget
S-caec41,A-55f257,2024-01-24,0,Enterprise,23,4577,54924,False,True,False,False,annual,True,1,623,199.0,12.0,Company_496,FinTech,US,2023-12-21,organic,Basic,9,False,False,2023,12,21,3,False,23.0,5477.0,4.0,0.0,0.0,43.166666666666664,114.5,5.0,6.0,0.0,0,,0.0,False,False,False,no_churn
S-921dc3,A-a865bd,2024-05-22,0,Enterprise,38,7562,90744,False,False,False,False,annual,False,1,504,199.0,12.0,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,2023,9,19,1,True,51.0,14198.0,3.0,0.0,0.0,31.5,21.5,3.0,2.0,0.0,2,2024-03-18,0.0,False,False,False,unknown
S-038f6f,A-82d8a6,2024-12-14,2024-12-29 00:00:00,Enterprise,10,0,0,True,True,False,True,monthly,True,0,15,0.0,0.0,Company_444,Cybersecurity,UK,2024-11-28,ads,Basic,5,False,False,2024,11,28,3,True,11.0,1177.0,0.0,1.0,0.09090909090909091,42.2,112.0,3.5,5.0,0.0,1,2024-12-29,0.0,False,False,False,features
S-93dc0e,A-8e47ca,2024-11-03,2024-12-09 00:00:00,Enterprise,25,4975,59700,False,False,False,True,monthly,True,0,36,199.0,12.0,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,2024,2,15,3,True,52.0,20234.0,3.0,0.0,0.0,33.4,80.6,4.0,5.0,1.0,3,2024-12-31,0.0,False,False,False,competitor
S-10702d,A-59f724,2024-03-14,0,Basic,3,0,0,True,False,False,False,monthly,True,1,573,0.0,0.0,Company_432,HealthTech,US,2023-11-03,other,Enterprise,3,True,False,2023,11,3,4,False,36.0,3723.0,4.0,0.0,0.0,19.25,94.5,4.25,4.0,0.0,0,,0.0,False,False,False,no_churn
S-737a28,A-a1bbb6,2024-02-26,0,Pro,8,392,4704,False,False,False,False,monthly,True,1,590,49.0,12.0,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,False,False,2023,4,5,2,False,70.0,15535.0,3.0,1.0,0.014285714285714285,17.666666666666668,120.66666666666667,4.0,3.0,0.0,0,,0.0,False,False,False,no_churn
S-e77b1e,A-296d7c,2024-01-30,0,Basic,6,114,1368,False,False,False,False,annual,True,1,617,19.0,12.0,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,2023,11,8,2,True,68.0,22413.0,4.0,1.0,0.014705882352941176,50.4,105.2,3.75,5.0,0.0,1,2024-11-04,0.0,False,False,False,budget
S-d841e4,A-a1b80b,2024-06-28,0,Enterprise,16,3184,38208,False,True,False,False,annual,True,1,467,199.0,12.0,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,2023,11,27,0,True,56.0,12979.0,3.0,0.0,0.0,41.0,72.5,4.0,4.0,0.0,1,2024-07-11,12.99,True,False,False,budget
S-c6dc67,A-9f2731,2024-11-10,0,Pro,33,1617,19404,False,False,False,False,monthly,True,1,332,49.0,12.0,Company_24,FinTech,IN,2024-10-04,event,Enterprise,1,False,False,2024,10,4,4,True,16.0,5404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2024-12-09,136.94,False,False,False,features
S-aaf1d0,A-fd9422,2024-07-12,0,Enterprise,58,0,0,True,False,False,False,monthly,False,1,453,0.0,0.0,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,2024,4,4,3,False,42.0,10062.0,0.0,1.0,0.023809523809523808,44.333333333333336,116.83333333333333,3.5,6.0,1.0,0,,0.0,False,False,False,no_churn
S-e77144,A-49b828,2023-08-09,0,Enterprise,25,4975,59700,False,True,False,False,monthly,True,1,791,199.0,12.0,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,False,2023,5,5,4,False,33.0,9191.0,2.0,1.0,0.030303030303030304,13.666666666666666,87.66666666666667,3.5,3.0,1.0,0,,0.0,False,False,False,no_churn
S-9b8504,A-c37cab,2024-10-19,0,Pro,13,637,7644,False,False,True,False,annual,True,1,354,49.0,12.0,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,2024,7,29,0,True,99.0,34914.0,6.0,4.0,0.04040404040404041,33.0,101.25,3.75,4.0,1.0,2,2024-11-16,4.03,False,False,False,competitor
S-504683,A-bbc346,2024-11-24,0,Enterprise,19,3781,45372,False,False,False,False,annual,True,1,318,199.0,12.0,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,2024,8,29,3,True,53.0,20808.0,5.0,0.0,0.0,45.333333333333336,102.66666666666667,4.5,3.0,0.0,2,2024-11-03,15.46,False,True,False,competitor
S-f3138f,A-3b5cd1,2024-06-11,0,Enterprise,55,0,0,True,True,False,False,annual,True,1,484,0.0,0.0,Company_49,FinTech,US,2023-09-12,event,Basic,13,True,False,2023,9,12,1,True,70.0,29773.0,3.0,0.0,0.0,27.4,46.6,4.0,5.0,0.0,3,2024-08-30,113.17,False,True,False,pricing
S-73688c,A-d535f6,2024-09-21,0,Basic,12,0,0,True,False,False,False,monthly,True,1,382,0.0,0.0,Company_421,DevTools,US,2024-09-03,organic,Basic,12,True,True,2024,9,3,1,True,85.0,25982.0,6.0,1.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,2,2024-11-26,0.0,False,True,False,features
S-6e5a3d,A-bb1486,2024-11-23,0,Pro,41,2009,24108,False,False,False,False,annual,True,1,319,49.0,12.0,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,2024,11,5,1,True,56.0,17914.0,2.0,1.0,0.017857142857142856,11.0,78.0,3.0,3.0,0.0,2,2024-11-23,0.0,True,False,True,budget
S-af6f53,A-410e86,2024-12-01,0,Basic,24,456,5472,False,False,False,False,monthly,False,1,311,19.0,12.0,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,False,2024,11,10,6,False,64.0,25353.0,4.0,1.0,0.015625,42.6,110.0,3.5,5.0,0.0,0,,0.0,False,False,False,no_churn
S-134753,A-e83938,2024-02-08,0,Enterprise,16,3184,38208,False,True,False,False,monthly,True,1,608,199.0,12.0,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,2023,11,21,1,True,45.0,8718.0,3.0,1.0,0.022222222222222223,31.0,72.5,3.0,4.0,0.0,3,2024-12-29,13.5,False,False,False,budget
S-3503b4,A-58b9ff,2024-07-18,0,Enterprise,2,398,4776,False,False,False,False,monthly,True,1,447,199.0,12.0,Company_425,DevTools,IN,2024-05-31,partner,Enterprise,2,False,False,2024,5,31,4,True,62.0,18817.0,3.0,0.0,0.0,66.0,79.0,4.0,2.0,1.0,1,2024-10-10,0.0,False,False,False,pricing
S-81e9f1,A-05d3b3,2024-09-10,0,Basic,9,171,2052,False,False,False,False,monthly,True,1,393,19.0,12.0,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,False,2023,5,28,6,True,36.0,10682.0,2.0,0.0,0.0,31.5,48.333333333333336,4.333333333333333,6.0,0.0,2,2024-09-09,0.0,False,False,False,unknown
S-31e347,A-cb6cc6,2023-08-15,0,Basic,14,266,3192,False,True,False,False,annual,False,1,785,19.0,12.0,Company_419,DevTools,US,2023-04-03,ads,Basic,13,True,False,2023,4,3,0,False,58.0,22570.0,2.0,0.0,0.0,16.333333333333332,131.66666666666666,3.5,3.0,0.0,0,,0.0,False,False,False,no_churn
S-102ebf,A-e60f9d,2024-11-13,0,Enterprise,29,5771,69252,False,False,False,False,annual,False,1,329,199.0,12.0,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,2024,8,26,0,False,33.0,4206.0,0.0,0.0,0.0,70.5,106.5,0.0,2.0,0.0,0,,0.0,False,False,False,no_churn
S-a06b03,A-9b9fe9,2024-11-19,0,Pro,68,3332,39984,False,False,False,False,annual,True,1,323,49.0,12.0,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,2023,9,28,3,True,60.0,27768.0,2.0,0.0,0.0,33.5,156.5,4.0,4.0,0.0,2,2024-09-04,27.92,False,False,False,features
S-c14b9d,A-91e948,2023-12-06,0,Basic,41,779,9348,False,False,False,False,monthly,True,1,672,19.0,12.0,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,False,2023,1,29,6,False,86.0,18541.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,False,False,False,no_churn
S-a5cf6d,A-e51ec7,2023-11-27,0,Enterprise,25,4975,59700,False,False,True,False,monthly,True,1,681,199.0,12.0,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,2023,9,23,5,True,52.0,26522.0,6.0,0.0,0.0,37.0,93.33333333333333,5.0,3.0,0.0,3,2024-04-07,0.0,False,False,False,budget
S-6d96c9,A-a33200,2024-10-14,0,Pro,29,1421,17052,False,False,False,False,monthly,True,1,359,49.0,12.0,Company_352,HealthTech,US,2024-09-15,partner,Basic,29,False,False,2024,9,15,6,True,39.0,14032.0,2.0,0.0,0.0,36.333333333333336,88.33333333333333,4.5,3.0,0.0,1,2024-10-07,21.61,False,True,False,features
S-d81959,A-039727,2024-11-10,0,Basic,25,475,5700,False,False,False,False,annual,True,1,332,19.0,12.0,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,2024,11,2,5,True,51.0,16185.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2024-12-22,46.49,False,False,False,pricing
S-c77f0c,A-034368,2024-11-29,0,Basic,29,551,6612,False,False,False,False,monthly,False,1,313,19.0,12.0,Company_353,EdTech,US,2023-11-05,event,Enterprise,19,False,False,2023,11,5,6,True,35.0,11764.0,5.0,1.0,0.02857142857142857,41.2,91.8,4.0,5.0,0.0,1,2024-08-29,0.0,False,True,False,features
S-6eb56d,A-10b8da,2024-09-14,0,Pro,34,1666,19992,False,False,False,False,monthly,True,1,389,49.0,12.0,Company_9,DevTools,US,2023-05-08,partner,Enterprise,14,False,True,2023,5,8,0,False,51.0,14343.0,1.0,1.0,0.0196078431372549,31.333333333333332,71.33333333333333,3.5,3.0,0.0,0,,0.0,False,False,False,no_churn
S-b1dce0,A-fd7ad3,2024-11-07,0,Basic,12,228,2736,False,False,False,False,monthly,True,1,335,19.0,12.0,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,2024,11,1,4,True,27.0,6031.0,1.0,0.0,0.0,48.75,98.125,4.166666666666667,8.0,1.0,4,2024-12-31,70.03,True,True,False,support
S-a07c46,A-e693b6,2023-09-23,2023-10-15 00:00:00,Pro,55,2695,32340,False,True,False,True,monthly,True,0,22,49.0,12.0,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,True,2023,5,25,3,True,28.0,6908.0,2.0,0.0,0.0,1.0,144.0,3.0,1.0,0.0,1,2024-10-10,0.0,False,False,True,budget
S-df91b0,A-ba6516,2024-10-04,0,Basic,27,513,6156,False,False,True,False,monthly,False,1,369,19.0,12.0,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,2023,10,29,6,True,57.0,25083.0,1.0,1.0,0.017543859649122806,31.5,71.0,4.0,6.0,0.0,1,2024-03-17,0.0,False,False,False,budget
S-f16bb2,A-0f6450,2024-12-27,0,Enterprise,28,0,0,True,False,False,False,monthly,True,1,285,0.0,0.0,Company_400,FinTech,US,2024-12-27,other,Pro,28,True,True,2024,12,27,4,True,43.0,15340.0,3.0,1.0,0.023255813953488372,29.75,81.625,3.8333333333333335,8.0,1.0,2,2024-12-30,0.0,False,False,True,competitor
S-94cf13,A-8adedc,2024-05-23,0,Basic,5,95,1140,False,False,False,False,annual,True,1,503,19.0,12.0,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,2024,2,11,6,False,42.0,15016.0,1.0,1.0,0.023809523809523808,49.25,56.75,4.0,4.0,0.0,0,,0.0,False,False,False,no_churn
S-f9df40,A-956988,2024-12-05,0,Basic,70,1330,15960,False,False,False,False,annual,True,1,307,19.0,12.0,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,2024,11,30,5,True,20.0,4240.0,5.0,1.0,0.05,50.5,118.0,3.0,2.0,0.0,2,2024-12-30,0.0,True,True,True,budget
S-f366b3,A-ac85cd,2024-12-26,0,Pro,85,4165,49980,False,False,False,False,annual,True,1,286,49.0,12.0,Company_485,EdTech,US,2024-07-31,partner,Enterprise,53,False,False,2024,7,31,2,True,49.0,10336.0,0.0,1.0,0.02040816326530612,33.666666666666664,76.33333333333333,3.5,3.0,0.0,2,2024-12-13,186.32999999999998,True,False,False,features
S-c38acd,A-726cfa,2024-11-24,0,Enterprise,31,6169,74028,False,False,False,False,monthly,True,1,318,199.0,12.0,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,False,2023,7,1,5,True,58.0,16557.0,7.0,1.0,0.017241379310344827,35.666666666666664,128.33333333333334,4.0,3.0,0.0,1,2024-08-08,122.11,False,False,False,support
S-0d93fe,A-993085,2023-08-09,0,Basic,31,589,7068,False,False,False,False,monthly,True,1,791,19.0,12.0,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,2023,6,1,3,True,67.0,14967.0,6.0,0.0,0.0,46.5,82.0,3.5,4.0,0.0,2,2024-01-21,0.0,False,False,False,features
S-8d8dd0,A-902ef7,2024-09-30,0,Enterprise,83,16517,198204,False,True,False,False,monthly,True,1,373,199.0,12.0,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,2024,9,3,1,True,36.0,14000.0,2.0,0.0,0.0,48.5,85.0,4.0,2.0,0.0,1,2024-09-26,0.0,False,False,False,pricing
S-9395a2,A-0e966d,2024-09-05,0,Basic,11,209,2508,False,False,False,False,monthly,True,1,398,19.0,12.0,Company_493,FinTech,IN,2024-06-25,ads,Basic,11,False,True,2024,6,25,1,False,70.0,18726.0,3.0,1.0,0.014285714285714285,31.666666666666668,95.33333333333333,4.5,3.0,1.0,0,,0.0,False,False,False,no_churn
S-b1c57d,A-712533,2023-11-09,0,Basic,18,342,4104,False,False,False,False,annual,True,1,699,19.0,12.0,Company_498,EdTech,US,2023-07-31,organic,Pro,18,False,False,2023,7,31,0,True,22.0,6236.0,6.0,0.0,0.0,37.4,97.2,3.75,5.0,0.0,1,2024-07-18,0.0,False,True,False,unknown
S-f039f9,A-7a0d69,2024-12-10,0,Enterprise,16,3184,38208,False,False,False,False,monthly,True,1,302,199.0,12.0,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,2024,6,15,5,True,52.0,14671.0,5.0,2.0,0.038461538461538464,29.0,52.5,5.0,2.0,0.0,3,2024-12-29,28.95,False,True,True,budget
S-76b43f,A-b48f73,2024-12-26,0,Basic,80,1520,18240,False,False,False,False,monthly,True,1,286,19.0,12.0,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,2024,11,13,2,False,42.0,11337.0,2.0,0.0,0.0,28.666666666666668,35.333333333333336,4.0,3.0,0.0,0,,0.0,False,False,False,no_churn
S-27552b,A-1d5444,2024-07-17,0,Pro,24,1176,14112,False,False,False,False,annual,True,1,448,49.0,12.0,Company_427,Cybersecurity,US,2024-01-18,partner,Basic,24,False,True,2024,1,18,3,True,50.0,14182.0,0.0,0.0,0.0,30.0,62.5,4.0,2.0,0.0,1,2024-06-01,0.0,False,False,False,support
S-5bf2e5,A-484819,2024-07-31,0,Basic,22,418,5016,False,False,False,False,annual,True,1,434,19.0,12.0,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,2023,2,21,1,True,59.0,18925.0,2.0,0.0,0.0,33.2,139.6,4.5,5.0,0.0,2,2023-12-29,0.0,False,True,False,support
S-0c56e1,A-6f8ad2,2024-09-27,0,Basic,29,551,6612,False,False,False,False,annual,False,1,376,19.0,12.0,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,False,2024,7,9,1,False,62.0,17941.0,5.0,0.0,0.0,35.25,37.25,4.333333333333333,4.0,0.0,0,,0.0,False,False,False,no_churn
S-47985c,A-1b707d,2024-12-27,0,Basic,2,0,0,True,False,False,False,annual,False,1,285,0.0,0.0,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,False,2023,7,14,4,True,21.0,7154.0,0.0,0.0,0.0,42.666666666666664,75.33333333333333,0.0,3.0,0.0,1,2023-07-21,0.0,True,False,False,competitor
S-43b137,A-756192,2024-06-14,0,Enterprise,39,7761,93132,False,False,False,False,annual,True,1,481,199.0,12.0,Company_390,FinTech,IN,2023-06-11,other,Basic,19,False,False,2023,6,11,6,False,19.0,7693.0,0.0,0.0,0.0,37.333333333333336,102.33333333333333,4.0,3.0,0.0,0,,0.0,False,False,False,no_churn
S-8d2824,A-417d2f,2023-08-14,0,Basic,37,703,8436,False,False,False,False,annual,False,1,786,19.0,12.0,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,2023,7,4,1,True,52.0,18843.0,4.0,0.0,0.0,43.5,80.5,4.333333333333333,6.0,0.0,1,2024-12-30,0.0,False,False,False,budget
S-2186ea,A-dbc825,2024-03-06,0,Pro,19,931,11172,False,False,False,False,annual,True,1,581,49.0,12.0,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,2024,1,7,6,True,27.0,11491.0,2.0,0.0,0.0,49.5,108.16666666666667,4.0,6.0,1.0,2,2024-02-03,0.0,False,False,False,budget
S-2f8d64,A-ab438f,2024-11-28,0,Enterprise,13,2587,31044,False,False,False,False,annual,False,1,314,199.0,12.0,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,2024,9,13,4,True,39.0,9271.0,0.0,0.0,0.0,33.5,112.5,3.5,2.0,0.0,1,2024-12-02,0.0,False,True,True,budget
S-7501c9,A-94c3cd,2024-11-23,0,Pro,32,0,0,True,False,False,False,monthly,True,1,319,0.0,0.0,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,False,2023,9,20,2,False,54.0,16150.0,4.0,0.0,0.0,44.75,116.5,3.5,4.0,1.0,0,,0.0,False,False,False,no_churn
S-718bf5,A-5a3eb9,2024-03-15,0,Pro,18,882,10584,False,False,False,False,annual,True,1,572,49.0,12.0,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,2023,8,20,6,True,54.0,4961.0,2.0,1.0,0.018518518518518517,24.0,83.0,0.0,3.0,0.0,3,2024-06-12,58.37,False,True,False,competitor
S-96e431,A-8b25f2,2024-03-23,0,Pro,6,294,3528,False,False,False,False,annual,True,1,564,49.0,12.0,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,2024,2,17,5,False,33.0,7759.0,0.0,0.0,0.0,35.5,50.5,4.0,2.0,0.0,0,,0.0,False,False,False,no_churn
S-084f4a,A-faa28c,2024-02-05,2024-10-13 00:00:00,Enterprise,48,9552,114624,False,False,False,True,monthly,False,0,251,199.0,12.0,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,2024,1,30,1,True,76.0,12197.0,4.0,0.0,0.0,52.25,115.5,4.666666666666667,4.0,1.0,2,2024-08-20,0.0,False,False,False,features
S-fc8f09,A-68f37c,2024-10-05,0,Enterprise,4,796,9552,False,True,False,False,monthly,True,1,368,199.0,12.0,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,2023,7,15,5,True,58.0,14860.0,4.0,0.0,0.0,20.2,119.8,4.0,5.0,0.0,4,2024-12-18,0.0,True,True,False,competitor
S-5abbac,A-94d3da,2023-09-26,0,Pro,41,0,0,True,False,False,False,annual,True,1,743,0.0,0.0,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,False,2023,5,3,2,True,38.0,7658.0,3.0,1.0,0.02631578947368421,26.833333333333332,80.5,3.5,6.0,0.0,1,2024-04-12,0.0,False,False,False,competitor
S-5aff5f,A-d82ef9,2024-11-30,0,Basic,26,494,5928,False,False,False,False,monthly,True,1,312,19.0,12.0,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,True,2024,7,2,1,True,24.0,3672.0,9.0,0.0,0.0,39.8,91.6,4.25,5.0,1.0,1,2024-08-06,74.94,False,False,False,budget
S-43cd30,A-8145a0,2024-05-01,0,Basic,37,0,0,True,True,False,False,annual,False,1,525,0.0,0.0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,2023,4,25,1,True,68.0,24845.0,2.0,0.0,0.0,23.666666666666668,90.16666666666667,4.0,6.0,0.0,1,2023-07-12,0.0,False,False,False,features
S-339fce,A-e888d1,2024-11-26,0,Pro,14,686,8232,False,False,False,False,monthly,True,1,316,49.0,12.0,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,2023,3,28,1,True,0.0,0.0,0.0,0.0,0.0,43.0,104.0,4.0,5.0,1.0,3,2024-11-29,6.38,False,False,False,budget
S-9dcfb5,A-7d514c,2024-09-07,0,Enterprise,17,3383,40596,False,False,False,False,annual,True,1,396,199.0,12.0,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,2024,2,3,5,False,39.0,16260.0,6.0,1.0,0.02564102564102564,33.333333333333336,49.666666666666664,5.0,3.0,0.0,0,,0.0,False,False,False,no_churn
S-2fd650,A-019782,2024-12-04,0,Enterprise,15,0,0,True,False,False,False,annual,False,1,308,0.0,0.0,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,2023,4,19,2,False,60.0,12901.0,2.0,0.0,0.0,10.0,107.0,3.0,2.0,0.0,0,,0.0,False,False,False,no_churn
